region_code,label,count
x204y070,x204y070,"1"
x204y071,x204y071,"1"
x204y072,x204y072,"1"
x204y073,x204y073,"1"
x204y074,x204y074,"1"
x204y075,x204y075,"1"
x204y076,x204y076,"1"
x204y077,x204y077,"1"
x204y078,x204y078,"1"
x204y079,x204y079,"1"
x204y080,x204y080,"1"
x204y081,x204y081,"1"
x204y082,x204y082,"1"
x204y083,x204y083,"1"
x204y084,x204y084,"1"
x204y085,x204y085,"1"
x204y086,x204y086,"1"
x204y087,x204y087,"1"
x204y088,x204y088,"1"
x204y089,x204y089,"1"
x204y090,x204y090,"1"
x204y091,x204y091,"1"
x204y092,x204y092,"1"
x204y093,x204y093,"1"
x204y094,x204y094,"1"
x204y095,x204y095,"1"
x204y096,x204y096,"1"
x204y097,x204y097,"1"
x204y098,x204y098,"1"
x204y099,x204y099,"1"
x204y100,x204y100,"1"
x204y101,x204y101,"1"
x204y102,x204y102,"1"
x204y103,x204y103,"1"
x204y104,x204y104,"1"
x204y105,x204y105,"1"
x204y106,x204y106,"1"
x204y107,x204y107,"1"
x204y108,x204y108,"1"
x204y109,x204y109,"1"
x204y110,x204y110,"1"
x204y111,x204y111,"1"
x204y112,x204y112,"1"
x204y113,x204y113,"1"
x204y114,x204y114,"1"
x204y115,x204y115,"1"
x204y116,x204y116,"1"
x204y117,x204y117,"1"
x204y118,x204y118,"1"
x205y034,x205y034,"1"
x205y035,x205y035,"1"
x205y036,x205y036,"1"
x205y037,x205y037,"1"
x205y038,x205y038,"1"
x205y039,x205y039,"1"
x205y040,x205y040,"1"
x205y041,x205y041,"1"
x205y042,x205y042,"1"
x205y043,x205y043,"1"
x205y044,x205y044,"1"
x205y045,x205y045,"1"
x205y046,x205y046,"1"
x205y047,x205y047,"1"
x205y048,x205y048,"1"
x205y049,x205y049,"1"
x205y050,x205y050,"1"
x205y051,x205y051,"1"
x205y052,x205y052,"1"
x205y053,x205y053,"1"
x205y054,x205y054,"1"
x205y055,x205y055,"1"
x205y056,x205y056,"1"
x205y057,x205y057,"1"
x205y058,x205y058,"1"
x205y059,x205y059,"1"
x205y060,x205y060,"1"
x205y061,x205y061,"1"
x205y062,x205y062,"1"
x205y063,x205y063,"1"
x205y064,x205y064,"1"
x205y065,x205y065,"1"
x205y066,x205y066,"1"
x205y067,x205y067,"1"
x205y068,x205y068,"1"
x205y069,x205y069,"1"
x205y070,x205y070,"1"
x205y071,x205y071,"1"
x205y072,x205y072,"1"
x205y073,x205y073,"1"
x205y074,x205y074,"1"
x205y075,x205y075,"1"
x205y076,x205y076,"1"
x205y077,x205y077,"1"
x205y078,x205y078,"1"
x205y079,x205y079,"1"
x205y080,x205y080,"1"
x205y081,x205y081,"1"
x205y082,x205y082,"1"
x205y083,x205y083,"1"
x205y084,x205y084,"1"
x205y085,x205y085,"1"
x205y086,x205y086,"1"
x205y087,x205y087,"1"
x205y088,x205y088,"1"
x205y089,x205y089,"1"
x205y090,x205y090,"1"
x205y091,x205y091,"1"
x205y092,x205y092,"1"
x205y093,x205y093,"1"
x205y094,x205y094,"1"
x205y095,x205y095,"1"
x205y096,x205y096,"1"
x205y097,x205y097,"1"
x205y098,x205y098,"1"
x205y099,x205y099,"1"
x205y100,x205y100,"1"
x205y101,x205y101,"1"
x205y102,x205y102,"1"
x205y103,x205y103,"1"
x205y104,x205y104,"1"
x205y105,x205y105,"1"
x205y106,x205y106,"1"
x205y107,x205y107,"1"
x205y108,x205y108,"1"
x205y109,x205y109,"1"
x205y110,x205y110,"1"
x205y111,x205y111,"1"
x205y112,x205y112,"1"
x205y113,x205y113,"1"
x205y114,x205y114,"1"
x205y115,x205y115,"1"
x205y116,x205y116,"1"
x205y117,x205y117,"1"
x206y034,x206y034,"1"
x206y035,x206y035,"1"
x206y036,x206y036,"1"
x206y037,x206y037,"1"
x206y038,x206y038,"1"
x206y039,x206y039,"1"
x206y040,x206y040,"1"
x206y041,x206y041,"1"
x206y042,x206y042,"1"
x206y043,x206y043,"1"
x206y044,x206y044,"1"
x206y045,x206y045,"1"
x206y046,x206y046,"1"
x206y047,x206y047,"1"
x206y048,x206y048,"1"
x206y049,x206y049,"1"
x206y050,x206y050,"1"
x206y051,x206y051,"1"
x206y052,x206y052,"1"
x206y053,x206y053,"1"
x206y054,x206y054,"1"
x206y055,x206y055,"1"
x206y056,x206y056,"1"
x206y057,x206y057,"1"
x206y058,x206y058,"1"
x206y059,x206y059,"1"
x206y060,x206y060,"1"
x206y061,x206y061,"1"
x206y062,x206y062,"1"
x206y063,x206y063,"1"
x206y064,x206y064,"1"
x206y065,x206y065,"1"
x206y066,x206y066,"1"
x206y067,x206y067,"1"
x206y068,x206y068,"1"
x206y069,x206y069,"1"
x206y070,x206y070,"1"
x206y071,x206y071,"1"
x206y072,x206y072,"1"
x206y073,x206y073,"1"
x206y074,x206y074,"1"
x206y075,x206y075,"1"
x206y076,x206y076,"1"
x206y077,x206y077,"1"
x206y078,x206y078,"1"
x206y079,x206y079,"1"
x206y080,x206y080,"1"
x206y081,x206y081,"1"
x206y082,x206y082,"1"
x206y083,x206y083,"1"
x206y084,x206y084,"1"
x206y085,x206y085,"1"
x206y086,x206y086,"1"
x206y087,x206y087,"1"
x206y088,x206y088,"1"
x206y089,x206y089,"1"
x206y090,x206y090,"1"
x206y091,x206y091,"1"
x206y092,x206y092,"1"
x206y093,x206y093,"1"
x206y094,x206y094,"1"
x206y095,x206y095,"1"
x206y096,x206y096,"1"
x206y097,x206y097,"1"
x206y098,x206y098,"1"
x206y099,x206y099,"1"
x206y100,x206y100,"1"
x206y101,x206y101,"1"
x206y102,x206y102,"1"
x206y103,x206y103,"1"
x206y104,x206y104,"1"
x206y105,x206y105,"1"
x206y106,x206y106,"1"
x206y107,x206y107,"1"
x206y108,x206y108,"1"
x206y109,x206y109,"1"
x206y110,x206y110,"1"
x206y111,x206y111,"1"
x206y112,x206y112,"1"
x206y113,x206y113,"1"
x206y114,x206y114,"1"
x206y115,x206y115,"1"
x206y116,x206y116,"1"
x206y117,x206y117,"1"
x207y034,x207y034,"1"
x207y035,x207y035,"1"
x207y036,x207y036,"1"
x207y037,x207y037,"1"
x207y038,x207y038,"1"
x207y039,x207y039,"1"
x207y040,x207y040,"1"
x207y041,x207y041,"1"
x207y042,x207y042,"1"
x207y043,x207y043,"1"
x207y044,x207y044,"1"
x207y045,x207y045,"1"
x207y046,x207y046,"1"
x207y047,x207y047,"1"
x207y048,x207y048,"1"
x207y049,x207y049,"1"
x207y050,x207y050,"1"
x207y051,x207y051,"1"
x207y052,x207y052,"1"
x207y053,x207y053,"1"
x207y054,x207y054,"1"
x207y055,x207y055,"1"
x207y056,x207y056,"1"
x207y057,x207y057,"1"
x207y058,x207y058,"1"
x207y059,x207y059,"1"
x207y060,x207y060,"1"
x207y061,x207y061,"1"
x207y062,x207y062,"1"
x207y063,x207y063,"1"
x207y064,x207y064,"1"
x207y065,x207y065,"1"
x207y066,x207y066,"1"
x207y067,x207y067,"1"
x207y068,x207y068,"1"
x207y069,x207y069,"1"
x207y070,x207y070,"1"
x207y071,x207y071,"1"
x207y072,x207y072,"1"
x207y073,x207y073,"1"
x207y074,x207y074,"1"
x207y075,x207y075,"1"
x207y076,x207y076,"1"
x207y077,x207y077,"1"
x207y078,x207y078,"1"
x207y079,x207y079,"1"
x207y080,x207y080,"1"
x207y081,x207y081,"1"
x207y082,x207y082,"1"
x207y083,x207y083,"1"
x207y084,x207y084,"1"
x207y085,x207y085,"1"
x207y086,x207y086,"1"
x207y087,x207y087,"1"
x207y088,x207y088,"1"
x207y089,x207y089,"1"
x207y090,x207y090,"1"
x207y091,x207y091,"1"
x207y092,x207y092,"1"
x207y093,x207y093,"1"
x207y094,x207y094,"1"
x207y095,x207y095,"1"
x207y096,x207y096,"1"
x207y097,x207y097,"1"
x207y098,x207y098,"1"
x207y099,x207y099,"1"
x207y100,x207y100,"1"
x207y101,x207y101,"1"
x207y102,x207y102,"1"
x207y103,x207y103,"1"
x207y104,x207y104,"1"
x207y105,x207y105,"1"
x207y106,x207y106,"1"
x207y107,x207y107,"1"
x207y108,x207y108,"1"
x207y109,x207y109,"1"
x207y110,x207y110,"1"
x207y111,x207y111,"1"
x207y112,x207y112,"1"
x207y113,x207y113,"1"
x207y114,x207y114,"1"
x207y115,x207y115,"1"
x207y116,x207y116,"1"
x208y034,x208y034,"1"
x208y035,x208y035,"1"
x208y036,x208y036,"1"
x208y037,x208y037,"1"
x208y038,x208y038,"1"
x208y039,x208y039,"1"
x208y040,x208y040,"1"
x208y041,x208y041,"1"
x208y042,x208y042,"1"
x208y043,x208y043,"1"
x208y044,x208y044,"1"
x208y045,x208y045,"1"
x208y046,x208y046,"1"
x208y047,x208y047,"1"
x208y048,x208y048,"1"
x208y049,x208y049,"1"
x208y050,x208y050,"1"
x208y051,x208y051,"1"
x208y052,x208y052,"1"
x208y053,x208y053,"1"
x208y054,x208y054,"1"
x208y055,x208y055,"1"
x208y056,x208y056,"1"
x208y057,x208y057,"1"
x208y058,x208y058,"1"
x208y059,x208y059,"1"
x208y060,x208y060,"1"
x208y061,x208y061,"1"
x208y062,x208y062,"1"
x208y063,x208y063,"1"
x208y064,x208y064,"1"
x208y065,x208y065,"1"
x208y066,x208y066,"1"
x208y067,x208y067,"1"
x208y068,x208y068,"1"
x208y069,x208y069,"1"
x208y070,x208y070,"1"
x208y071,x208y071,"1"
x208y072,x208y072,"1"
x208y073,x208y073,"1"
x208y074,x208y074,"1"
x208y075,x208y075,"1"
x208y076,x208y076,"1"
x208y077,x208y077,"1"
x208y078,x208y078,"1"
x208y079,x208y079,"1"
x208y080,x208y080,"1"
x208y081,x208y081,"1"
x208y082,x208y082,"1"
x208y083,x208y083,"1"
x208y084,x208y084,"1"
x208y085,x208y085,"1"
x208y086,x208y086,"1"
x208y087,x208y087,"1"
x208y088,x208y088,"1"
x208y089,x208y089,"1"
x208y090,x208y090,"1"
x208y091,x208y091,"1"
x208y092,x208y092,"1"
x208y093,x208y093,"1"
x208y094,x208y094,"1"
x208y095,x208y095,"1"
x208y096,x208y096,"1"
x208y097,x208y097,"1"
x208y098,x208y098,"1"
x208y099,x208y099,"1"
x208y100,x208y100,"1"
x208y101,x208y101,"1"
x208y102,x208y102,"1"
x208y103,x208y103,"1"
x208y104,x208y104,"1"
x208y105,x208y105,"1"
x208y106,x208y106,"1"
x208y107,x208y107,"1"
x208y108,x208y108,"1"
x208y109,x208y109,"1"
x208y110,x208y110,"1"
x208y111,x208y111,"1"
x208y112,x208y112,"1"
x208y113,x208y113,"1"
x208y114,x208y114,"1"
x208y115,x208y115,"1"
x208y116,x208y116,"1"
x209y035,x209y035,"1"
x209y036,x209y036,"1"
x209y037,x209y037,"1"
x209y038,x209y038,"1"
x209y039,x209y039,"1"
x209y040,x209y040,"1"
x209y041,x209y041,"1"
x209y042,x209y042,"1"
x209y043,x209y043,"1"
x209y044,x209y044,"1"
x209y045,x209y045,"1"
x209y046,x209y046,"1"
x209y047,x209y047,"1"
x209y048,x209y048,"1"
x209y049,x209y049,"1"
x209y050,x209y050,"1"
x209y051,x209y051,"1"
x209y052,x209y052,"1"
x209y053,x209y053,"1"
x209y054,x209y054,"1"
x209y055,x209y055,"1"
x209y056,x209y056,"1"
x209y057,x209y057,"1"
x209y058,x209y058,"1"
x209y059,x209y059,"1"
x209y060,x209y060,"1"
x209y061,x209y061,"1"
x209y062,x209y062,"1"
x209y063,x209y063,"1"
x209y064,x209y064,"1"
x209y065,x209y065,"1"
x209y066,x209y066,"1"
x209y067,x209y067,"1"
x209y068,x209y068,"1"
x209y069,x209y069,"1"
x209y070,x209y070,"1"
x209y071,x209y071,"1"
x209y072,x209y072,"1"
x209y073,x209y073,"1"
x209y074,x209y074,"1"
x209y075,x209y075,"1"
x209y076,x209y076,"1"
x209y077,x209y077,"1"
x209y078,x209y078,"1"
x209y079,x209y079,"1"
x209y080,x209y080,"1"
x209y081,x209y081,"1"
x209y082,x209y082,"1"
x209y083,x209y083,"1"
x209y084,x209y084,"1"
x209y085,x209y085,"1"
x209y086,x209y086,"1"
x209y087,x209y087,"1"
x209y088,x209y088,"1"
x209y089,x209y089,"1"
x209y090,x209y090,"1"
x209y091,x209y091,"1"
x209y092,x209y092,"1"
x209y093,x209y093,"1"
x209y094,x209y094,"1"
x209y095,x209y095,"1"
x209y096,x209y096,"1"
x209y097,x209y097,"1"
x209y098,x209y098,"1"
x209y099,x209y099,"1"
x209y100,x209y100,"1"
x209y101,x209y101,"1"
x209y102,x209y102,"1"
x209y103,x209y103,"1"
x209y104,x209y104,"1"
x209y105,x209y105,"1"
x209y106,x209y106,"1"
x209y107,x209y107,"1"
x209y108,x209y108,"1"
x209y109,x209y109,"1"
x209y110,x209y110,"1"
x209y111,x209y111,"1"
x209y112,x209y112,"1"
x209y113,x209y113,"1"
x209y114,x209y114,"1"
x209y115,x209y115,"1"
x209y116,x209y116,"1"
x210y036,x210y036,"1"
x210y037,x210y037,"1"
x210y038,x210y038,"1"
x210y039,x210y039,"1"
x210y040,x210y040,"1"
x210y041,x210y041,"1"
x210y042,x210y042,"1"
x210y043,x210y043,"1"
x210y044,x210y044,"1"
x210y045,x210y045,"1"
x210y046,x210y046,"1"
x210y047,x210y047,"1"
x210y048,x210y048,"1"
x210y049,x210y049,"1"
x210y050,x210y050,"1"
x210y051,x210y051,"1"
x210y052,x210y052,"1"
x210y053,x210y053,"1"
x210y054,x210y054,"1"
x210y055,x210y055,"1"
x210y056,x210y056,"1"
x210y057,x210y057,"1"
x210y058,x210y058,"1"
x210y059,x210y059,"1"
x210y060,x210y060,"1"
x210y061,x210y061,"1"
x210y062,x210y062,"1"
x210y063,x210y063,"1"
x210y064,x210y064,"1"
x210y065,x210y065,"1"
x210y066,x210y066,"1"
x210y067,x210y067,"1"
x210y068,x210y068,"1"
x210y069,x210y069,"1"
x210y070,x210y070,"1"
x210y071,x210y071,"1"
x210y072,x210y072,"1"
x210y073,x210y073,"1"
x210y074,x210y074,"1"
x210y075,x210y075,"1"
x210y076,x210y076,"1"
x210y077,x210y077,"1"
x210y078,x210y078,"1"
x210y079,x210y079,"1"
x210y080,x210y080,"1"
x210y081,x210y081,"1"
x210y082,x210y082,"1"
x210y083,x210y083,"1"
x210y084,x210y084,"1"
x210y085,x210y085,"1"
x210y086,x210y086,"1"
x210y087,x210y087,"1"
x210y088,x210y088,"1"
x210y089,x210y089,"1"
x210y090,x210y090,"1"
x210y091,x210y091,"1"
x210y092,x210y092,"1"
x210y093,x210y093,"1"
x210y094,x210y094,"1"
x210y095,x210y095,"1"
x210y096,x210y096,"1"
x210y097,x210y097,"1"
x210y098,x210y098,"1"
x210y099,x210y099,"1"
x210y100,x210y100,"1"
x210y101,x210y101,"1"
x210y102,x210y102,"1"
x210y103,x210y103,"1"
x210y104,x210y104,"1"
x210y105,x210y105,"1"
x210y106,x210y106,"1"
x210y107,x210y107,"1"
x210y108,x210y108,"1"
x210y109,x210y109,"1"
x210y110,x210y110,"1"
x210y111,x210y111,"1"
x210y112,x210y112,"1"
x210y113,x210y113,"1"
x210y114,x210y114,"1"
x210y115,x210y115,"1"
x210y116,x210y116,"1"
x211y037,x211y037,"1"
x211y038,x211y038,"1"
x211y039,x211y039,"1"
x211y040,x211y040,"1"
x211y041,x211y041,"1"
x211y042,x211y042,"1"
x211y043,x211y043,"1"
x211y044,x211y044,"1"
x211y045,x211y045,"1"
x211y046,x211y046,"1"
x211y047,x211y047,"1"
x211y048,x211y048,"1"
x211y049,x211y049,"1"
x211y050,x211y050,"1"
x211y051,x211y051,"1"
x211y052,x211y052,"1"
x211y053,x211y053,"1"
x211y054,x211y054,"1"
x211y055,x211y055,"1"
x211y056,x211y056,"1"
x211y057,x211y057,"1"
x211y058,x211y058,"1"
x211y059,x211y059,"1"
x211y060,x211y060,"1"
x211y061,x211y061,"1"
x211y062,x211y062,"1"
x211y063,x211y063,"1"
x211y064,x211y064,"1"
x211y065,x211y065,"1"
x211y066,x211y066,"1"
x211y067,x211y067,"1"
x211y068,x211y068,"1"
x211y069,x211y069,"1"
x211y070,x211y070,"1"
x211y071,x211y071,"1"
x211y072,x211y072,"1"
x211y073,x211y073,"1"
x211y074,x211y074,"1"
x211y075,x211y075,"1"
x211y076,x211y076,"1"
x211y077,x211y077,"1"
x211y078,x211y078,"1"
x211y079,x211y079,"1"
x211y080,x211y080,"1"
x211y081,x211y081,"1"
x211y082,x211y082,"1"
x211y083,x211y083,"1"
x211y084,x211y084,"1"
x211y085,x211y085,"1"
x211y086,x211y086,"1"
x211y087,x211y087,"1"
x211y088,x211y088,"1"
x211y089,x211y089,"1"
x211y090,x211y090,"1"
x211y091,x211y091,"1"
x211y092,x211y092,"1"
x211y093,x211y093,"1"
x211y094,x211y094,"1"
x211y095,x211y095,"1"
x211y096,x211y096,"1"
x211y097,x211y097,"1"
x211y098,x211y098,"1"
x211y099,x211y099,"1"
x211y100,x211y100,"1"
x211y101,x211y101,"1"
x211y102,x211y102,"1"
x211y103,x211y103,"1"
x211y104,x211y104,"1"
x211y105,x211y105,"1"
x211y106,x211y106,"1"
x211y107,x211y107,"1"
x211y108,x211y108,"1"
x211y109,x211y109,"1"
x211y110,x211y110,"1"
x211y111,x211y111,"1"
x211y112,x211y112,"1"
x211y113,x211y113,"1"
x211y114,x211y114,"1"
x211y115,x211y115,"1"
x211y116,x211y116,"1"
x212y038,x212y038,"1"
x212y039,x212y039,"1"
x212y040,x212y040,"1"
x212y041,x212y041,"1"
x212y042,x212y042,"1"
x212y043,x212y043,"1"
x212y044,x212y044,"1"
x212y045,x212y045,"1"
x212y046,x212y046,"1"
x212y047,x212y047,"1"
x212y048,x212y048,"1"
x212y049,x212y049,"1"
x212y050,x212y050,"1"
x212y051,x212y051,"1"
x212y052,x212y052,"1"
x212y053,x212y053,"1"
x212y054,x212y054,"1"
x212y055,x212y055,"1"
x212y056,x212y056,"1"
x212y057,x212y057,"1"
x212y058,x212y058,"1"
x212y059,x212y059,"1"
x212y060,x212y060,"1"
x212y061,x212y061,"1"
x212y062,x212y062,"1"
x212y063,x212y063,"1"
x212y064,x212y064,"1"
x212y065,x212y065,"1"
x212y066,x212y066,"1"
x212y067,x212y067,"1"
x212y068,x212y068,"1"
x212y069,x212y069,"1"
x212y070,x212y070,"1"
x212y071,x212y071,"1"
x212y072,x212y072,"1"
x212y073,x212y073,"1"
x212y074,x212y074,"1"
x212y075,x212y075,"1"
x212y076,x212y076,"1"
x212y077,x212y077,"1"
x212y078,x212y078,"1"
x212y079,x212y079,"1"
x212y080,x212y080,"1"
x212y081,x212y081,"1"
x212y082,x212y082,"1"
x212y083,x212y083,"1"
x212y084,x212y084,"1"
x212y085,x212y085,"1"
x212y086,x212y086,"1"
x212y087,x212y087,"1"
x212y088,x212y088,"1"
x212y089,x212y089,"1"
x212y090,x212y090,"1"
x212y091,x212y091,"1"
x212y092,x212y092,"1"
x212y093,x212y093,"1"
x212y094,x212y094,"1"
x212y095,x212y095,"1"
x212y096,x212y096,"1"
x212y097,x212y097,"1"
x212y098,x212y098,"1"
x212y099,x212y099,"1"
x212y100,x212y100,"1"
x212y101,x212y101,"1"
x212y102,x212y102,"1"
x212y103,x212y103,"1"
x212y104,x212y104,"1"
x212y105,x212y105,"1"
x212y106,x212y106,"1"
x212y107,x212y107,"1"
x212y108,x212y108,"1"
x212y109,x212y109,"1"
x212y110,x212y110,"1"
x212y111,x212y111,"1"
x212y112,x212y112,"1"
x212y113,x212y113,"1"
x212y114,x212y114,"1"
x212y115,x212y115,"1"
x212y116,x212y116,"1"
x213y040,x213y040,"1"
x213y041,x213y041,"1"
x213y042,x213y042,"1"
x213y043,x213y043,"1"
x213y044,x213y044,"1"
x213y045,x213y045,"1"
x213y046,x213y046,"1"
x213y047,x213y047,"1"
x213y048,x213y048,"1"
x213y049,x213y049,"1"
x213y050,x213y050,"1"
x213y051,x213y051,"1"
x213y052,x213y052,"1"
x213y053,x213y053,"1"
x213y054,x213y054,"1"
x213y055,x213y055,"1"
x213y056,x213y056,"1"
x213y057,x213y057,"1"
x213y058,x213y058,"1"
x213y059,x213y059,"1"
x213y060,x213y060,"1"
x213y061,x213y061,"1"
x213y062,x213y062,"1"
x213y063,x213y063,"1"
x213y064,x213y064,"1"
x213y065,x213y065,"1"
x213y066,x213y066,"1"
x213y067,x213y067,"1"
x213y068,x213y068,"1"
x213y069,x213y069,"1"
x213y070,x213y070,"1"
x213y071,x213y071,"1"
x213y072,x213y072,"1"
x213y073,x213y073,"1"
x213y074,x213y074,"1"
x213y075,x213y075,"1"
x213y076,x213y076,"1"
x213y077,x213y077,"1"
x213y078,x213y078,"1"
x213y079,x213y079,"1"
x213y080,x213y080,"1"
x213y081,x213y081,"1"
x213y082,x213y082,"1"
x213y083,x213y083,"1"
x213y084,x213y084,"1"
x213y085,x213y085,"1"
x213y086,x213y086,"1"
x213y087,x213y087,"1"
x213y088,x213y088,"1"
x213y089,x213y089,"1"
x213y090,x213y090,"1"
x213y091,x213y091,"1"
x213y092,x213y092,"1"
x213y093,x213y093,"1"
x213y094,x213y094,"1"
x213y095,x213y095,"1"
x213y096,x213y096,"1"
x213y097,x213y097,"1"
x213y098,x213y098,"1"
x213y099,x213y099,"1"
x213y100,x213y100,"1"
x213y101,x213y101,"1"
x213y102,x213y102,"1"
x213y103,x213y103,"1"
x213y104,x213y104,"1"
x213y105,x213y105,"1"
x213y106,x213y106,"1"
x213y107,x213y107,"1"
x213y108,x213y108,"1"
x213y109,x213y109,"1"
x213y110,x213y110,"1"
x213y111,x213y111,"1"
x213y112,x213y112,"1"
x213y113,x213y113,"1"
x213y114,x213y114,"1"
x213y115,x213y115,"1"
x213y116,x213y116,"1"
x214y042,x214y042,"1"
x214y043,x214y043,"1"
x214y044,x214y044,"1"
x214y045,x214y045,"1"
x214y046,x214y046,"1"
x214y047,x214y047,"1"
x214y048,x214y048,"1"
x214y049,x214y049,"1"
x214y050,x214y050,"1"
x214y051,x214y051,"1"
x214y052,x214y052,"1"
x214y053,x214y053,"1"
x214y054,x214y054,"1"
x214y055,x214y055,"1"
x214y056,x214y056,"1"
x214y057,x214y057,"1"
x214y058,x214y058,"1"
x214y059,x214y059,"1"
x214y060,x214y060,"1"
x214y061,x214y061,"1"
x214y062,x214y062,"1"
x214y063,x214y063,"1"
x214y064,x214y064,"1"
x214y065,x214y065,"1"
x214y066,x214y066,"1"
x214y067,x214y067,"1"
x214y068,x214y068,"1"
x214y069,x214y069,"1"
x214y070,x214y070,"1"
x214y071,x214y071,"1"
x214y072,x214y072,"1"
x214y073,x214y073,"1"
x214y074,x214y074,"1"
x214y075,x214y075,"1"
x214y076,x214y076,"1"
x214y077,x214y077,"1"
x214y078,x214y078,"1"
x214y079,x214y079,"1"
x214y080,x214y080,"1"
x214y081,x214y081,"1"
x214y082,x214y082,"1"
x214y083,x214y083,"1"
x214y084,x214y084,"1"
x214y085,x214y085,"1"
x214y086,x214y086,"1"
x214y087,x214y087,"1"
x214y088,x214y088,"1"
x214y089,x214y089,"1"
x214y090,x214y090,"1"
x214y091,x214y091,"1"
x214y092,x214y092,"1"
x214y093,x214y093,"1"
x214y094,x214y094,"1"
x214y095,x214y095,"1"
x214y096,x214y096,"1"
x214y097,x214y097,"1"
x214y098,x214y098,"1"
x214y099,x214y099,"1"
x214y100,x214y100,"1"
x214y101,x214y101,"1"
x214y102,x214y102,"1"
x214y103,x214y103,"1"
x214y104,x214y104,"1"
x214y105,x214y105,"1"
x214y106,x214y106,"1"
x214y107,x214y107,"1"
x214y108,x214y108,"1"
x214y109,x214y109,"1"
x214y110,x214y110,"1"
x214y111,x214y111,"1"
x214y112,x214y112,"1"
x214y113,x214y113,"1"
x214y114,x214y114,"1"
x214y115,x214y115,"1"
x214y116,x214y116,"1"
x215y044,x215y044,"1"
x215y045,x215y045,"1"
x215y046,x215y046,"1"
x215y047,x215y047,"1"
x215y048,x215y048,"1"
x215y049,x215y049,"1"
x215y050,x215y050,"1"
x215y051,x215y051,"1"
x215y052,x215y052,"1"
x215y053,x215y053,"1"
x215y054,x215y054,"1"
x215y055,x215y055,"1"
x215y056,x215y056,"1"
x215y057,x215y057,"1"
x215y058,x215y058,"1"
x215y059,x215y059,"1"
x215y060,x215y060,"1"
x215y061,x215y061,"1"
x215y062,x215y062,"1"
x215y063,x215y063,"1"
x215y064,x215y064,"1"
x215y065,x215y065,"1"
x215y066,x215y066,"1"
x215y067,x215y067,"1"
x215y068,x215y068,"1"
x215y069,x215y069,"1"
x215y070,x215y070,"1"
x215y071,x215y071,"1"
x215y072,x215y072,"1"
x215y073,x215y073,"1"
x215y074,x215y074,"1"
x215y075,x215y075,"1"
x215y076,x215y076,"1"
x215y077,x215y077,"1"
x215y078,x215y078,"1"
x215y079,x215y079,"1"
x215y080,x215y080,"1"
x215y081,x215y081,"1"
x215y082,x215y082,"1"
x215y083,x215y083,"1"
x215y084,x215y084,"1"
x215y085,x215y085,"1"
x215y086,x215y086,"1"
x215y087,x215y087,"1"
x215y088,x215y088,"1"
x215y089,x215y089,"1"
x215y090,x215y090,"1"
x215y091,x215y091,"1"
x215y092,x215y092,"1"
x215y093,x215y093,"1"
x215y094,x215y094,"1"
x215y095,x215y095,"1"
x215y096,x215y096,"1"
x215y097,x215y097,"1"
x215y098,x215y098,"1"
x215y099,x215y099,"1"
x215y100,x215y100,"1"
x215y101,x215y101,"1"
x215y102,x215y102,"1"
x215y103,x215y103,"1"
x215y104,x215y104,"1"
x215y105,x215y105,"1"
x215y106,x215y106,"1"
x215y107,x215y107,"1"
x215y108,x215y108,"1"
x215y109,x215y109,"1"
x215y110,x215y110,"1"
x215y111,x215y111,"1"
x215y112,x215y112,"1"
x215y113,x215y113,"1"
x215y114,x215y114,"1"
x215y115,x215y115,"1"
x215y116,x215y116,"1"
x216y045,x216y045,"1"
x216y046,x216y046,"1"
x216y047,x216y047,"1"
x216y048,x216y048,"1"
x216y049,x216y049,"1"
x216y050,x216y050,"1"
x216y051,x216y051,"1"
x216y052,x216y052,"1"
x216y053,x216y053,"1"
x216y054,x216y054,"1"
x216y055,x216y055,"1"
x216y056,x216y056,"1"
x216y057,x216y057,"1"
x216y058,x216y058,"1"
x216y059,x216y059,"1"
x216y060,x216y060,"1"
x216y061,x216y061,"1"
x216y062,x216y062,"1"
x216y063,x216y063,"1"
x216y064,x216y064,"1"
x216y065,x216y065,"1"
x216y066,x216y066,"1"
x216y067,x216y067,"1"
x216y068,x216y068,"1"
x216y069,x216y069,"1"
x216y070,x216y070,"1"
x216y071,x216y071,"1"
x216y072,x216y072,"1"
x216y073,x216y073,"1"
x216y074,x216y074,"1"
x216y075,x216y075,"1"
x216y076,x216y076,"1"
x216y077,x216y077,"1"
x216y078,x216y078,"1"
x216y079,x216y079,"1"
x216y080,x216y080,"1"
x216y081,x216y081,"1"
x216y082,x216y082,"1"
x216y083,x216y083,"1"
x216y084,x216y084,"1"
x216y085,x216y085,"1"
x216y086,x216y086,"1"
x216y087,x216y087,"1"
x216y088,x216y088,"1"
x216y089,x216y089,"1"
x216y090,x216y090,"1"
x216y091,x216y091,"1"
x216y092,x216y092,"1"
x216y093,x216y093,"1"
x216y094,x216y094,"1"
x216y095,x216y095,"1"
x216y096,x216y096,"1"
x216y097,x216y097,"1"
x216y098,x216y098,"1"
x216y099,x216y099,"1"
x216y100,x216y100,"1"
x216y101,x216y101,"1"
x216y102,x216y102,"1"
x216y103,x216y103,"1"
x216y104,x216y104,"1"
x216y105,x216y105,"1"
x216y106,x216y106,"1"
x216y107,x216y107,"1"
x216y108,x216y108,"1"
x216y109,x216y109,"1"
x216y114,x216y114,"1"
x217y052,x217y052,"1"
x217y053,x217y053,"1"
x217y054,x217y054,"1"
